Nome,Sexo,Idade,Profissao,Salario,EC
Sandra,F,19.0,Dentista,20317.85,Casado
Gustavo,F,19.0,Cientista de Dados,16302.83,Casado
Juliana,M,18.0,Dentista,,Divorciado
Beatriz,M,,Farmacêutico,4632.92,Solteiro
Jose,F,19.0,Farmacêutico,10102.49,Solteiro
Luciana,F,18.0,Advogado,13750.21,Viúvo
Fabiana,F,18.0,Farmacêutico,4402.28,Viúvo
Leandro,M,,Dentista,17831.54,Divorciado
José,F,19.0,Analista de Sistemas,15190.82,Divorciado
Luana,M,,Gerente de TI,19415.2,Casado
Luiz,M,18.0,Diretor Executivo (CEO),4942.97,Casado
Fernando,F,19.0,Gerente de TI,3441.59,Viúvo
Ana Paula,F,18.0,Gerente,10057.94,Casado
Raquel,F,18.0,Consultor,14123.06,Divorciado
Camila,M,19.0,Piloto,13606.04,Viúvo
Mariana,F,19.0,Advogado,3945.24,Solteiro
Sandra,M,19.0,Programador,11591.32,Solteiro
Jose,F,19.0,Gerente de Vendas,8433.76,Divorciado
Juliana,F,19.0,Gerente de Vendas,6229.32,Casado
Guilherme,M,19.0,Médico,6592.67,Divorciado
José,F,18.0,Diretor Executivo (CEO),9941.81,Divorciado
Renata,M,18.0,Gerente de TI,22119.6,Viúvo
Beatriz,M,,Advogado,10464.58,Divorciado
Bruno,F,18.0,Piloto,5148.38,Divorciado
Lucas,F,19.0,Analista de Sistemas,,Solteiro
Marcos,F,18.0,Gerente,17510.04,Viúvo
Pedro,F,,Engenheiro,7773.89,Divorciado
Fernando,M,,Engenheiro,3765.24,Solteiro
Gabriela,M,19.0,Engenheiro de Petróleo,7136.55,Divorciado
Beatriz,M,19.0,Gerente de Vendas,8921.05,Divorciado
Anderson,F,18.0,Dentista,11745.09,Casado
Paula,F,18.0,Engenheiro de Petróleo,21561.42,Casado
Mariana,F,18.0,Consultor,9570.51,Solteiro
Mariana,M,18.0,Engenheiro,11919.1,Casado
Paulo,F,18.0,Gerente de Vendas,21545.61,Divorciado
Gustavo,F,19.0,Cientista de Dados,13333.09,Divorciado
Camila,F,19.0,Farmacêutico,4005.81,Viúvo
Marcos,M,18.0,Médico,11522.36,Casado
Amanda,F,18.0,Engenheiro,3070.95,Solteiro
José,M,,Gerente,16409.53,Casado
Marcelo,M,,Veterinário,8431.4,Divorciado
Ana,M,18.0,Analista de Sistemas,13037.47,Viúvo
Thiago,M,18.0,Analista de Sistemas,17599.88,Casado
Gabriela,F,,Gerente de TI,11574.45,Casado
João,M,19.0,Programador,21159.11,Solteiro
Raquel,M,19.0,Dentista,17675.63,Casado
Paula,M,,Analista de Sistemas,6877.4,Divorciado
Marcia,F,18.0,Cientista de Dados,19505.95,Casado
Fabiana,F,,Dentista,14850.16,Divorciado
Leandro,F,,Piloto,9897.35,Viúvo
Sandra,M,,Gerente,14829.8,Casado
Camila,F,19.0,Dentista,6050.84,Divorciado
Paulo,F,19.0,Diretor Executivo (CEO),4294.79,Viúvo
Ana,F,18.0,Cientista de Dados,18917.17,Divorciado
Francisca,F,18.0,Dentista,18862.05,Solteiro
Beatriz,F,18.0,Analista de Sistemas,18150.07,Solteiro
José,F,19.0,Arquiteto,20338.62,Casado
Gustavo,F,18.0,Veterinário,10444.08,Casado
Juliana,M,,Médico,8090.62,Solteiro
Fabiana,M,19.0,Advogado,20669.56,Solteiro
Luiz,F,19.0,Engenheiro de Petróleo,10271.54,Viúvo
Amanda,M,18.0,Gerente,8365.92,Casado
Maria,M,19.0,Piloto,8990.39,Solteiro
Raquel,F,19.0,Gerente de Vendas,12586.08,Casado
Jessica,F,,Dentista,16834.51,Solteiro
Diego,M,18.0,Programador,20940.51,Casado
Mariana,M,18.0,Gerente de Vendas,14367.71,Solteiro
Fatima,F,18.0,Analista de Sistemas,14202.65,Divorciado
Larissa,M,,Analista de Sistemas,16103.47,Solteiro
João,F,19.0,Veterinário,16037.31,Solteiro
Felipe,M,19.0,Engenheiro,12777.52,Divorciado
Marcia,M,19.0,Engenheiro,10499.81,Divorciado
Ana,F,18.0,Dentista,4081.31,Viúvo
Luiz,M,18.0,Diretor (CTO),8980.12,Solteiro
Adriana,F,18.0,Engenheiro,10379.25,Divorciado
Rafael,M,18.0,Advogado,7786.29,Viúvo
Jessica,F,18.0,Programador,12062.84,Viúvo
Ana Paula,M,19.0,Farmacêutico,11656.59,Casado
Camila,M,18.0,Farmacêutico,19273.38,Solteiro
Francisca,F,19.0,Gerente de Vendas,11910.65,Casado
Maria,F,18.0,Gerente,20448.63,Casado
Felipe,F,19.0,Cientista de Dados,14150.87,Solteiro
Ricardo,M,,Gerente de TI,19450.45,Casado
Gabriela,M,18.0,Diretor (CTO),17022.32,Divorciado
Mariana,M,19.0,Veterinário,11805.32,Viúvo
Vanessa,F,18.0,Consultor,4489.74,Casado
Patricia,F,,Gerente,11997.67,Viúvo
Rafael,M,18.0,Programador,7878.67,Solteiro
Adriana,M,18.0,Engenheiro de Petróleo,5256.86,Casado
Paulo,M,19.0,Diretor (CTO),11085.86,Solteiro
Anderson,F,19.0,Médico,3560.16,Casado
Mariana,F,19.0,Gerente de TI,17882.63,Casado
Paulo,M,18.0,Advogado,,Viúvo
Jessica,M,19.0,Piloto,13276.56,Casado
Gabriel,M,19.0,Engenheiro,3368.24,Solteiro
Vanessa,F,,Consultor,3591.97,Viúvo
Daniel,F,19.0,Advogado,6562.04,Solteiro
Marcelo,F,19.0,Engenheiro,14120.14,Viúvo
Luana,F,19.0,Analista de Sistemas,8738.7,Divorciado
Sandra,M,19.0,Gerente de TI,13698.61,Casado
Beatriz,F,18.0,Analista de Sistemas,22981.41,Solteiro
Anderson,M,18.0,Farmacêutico,9404.86,Casado
Adriana,M,,Gerente,11974.79,Solteiro
Luiz,M,,Engenheiro de Petróleo,13403.27,Casado
Daniel,M,18.0,Consultor,11255.33,Casado
Paula,M,,Advogado,10624.58,Solteiro
Fernanda,M,18.0,Engenheiro de Petróleo,5772.69,Viúvo
Carlos,M,,Dentista,22488.72,Viúvo
Daniel,F,18.0,Gerente de Vendas,15686.73,Viúvo
Gabriel,M,,Engenheiro,4241.65,Solteiro
Leandro,M,18.0,Farmacêutico,12717.42,Solteiro
Fernanda,M,19.0,Gerente,10140.3,Divorciado
Joao,F,18.0,Médico,14964.32,Solteiro
Carla,M,19.0,Diretor (CTO),10957.09,Viúvo
Sandra,F,19.0,Veterinário,6023.9,Casado
Diego,F,,Piloto,4949.42,Viúvo
Carla,F,19.0,Analista de Sistemas,7626.28,Solteiro
Diego,F,19.0,Médico,7054.93,Solteiro
Marcelo,M,18.0,Gerente,11193.35,Viúvo
José,M,,Engenheiro,8301.81,Solteiro
Anderson,M,,Veterinário,13389.72,Viúvo
Lucas,F,19.0,Arquiteto,13796.32,Divorciado
Antonio,M,19.0,Gerente de Vendas,18762.84,Viúvo
Carlos,F,19.0,Consultor,11833.23,Viúvo
Daniel,F,18.0,Analista de Sistemas,8481.32,Divorciado
Camila,F,,Engenheiro de Petróleo,12071.03,Divorciado
Ana Paula,F,18.0,Diretor Executivo (CEO),14556.23,Casado
Francisca,M,18.0,Diretor (CTO),22695.8,Divorciado
Juliana,M,19.0,Piloto,22215.42,Casado
Juliana,F,19.0,Consultor,15787.4,Casado
Eduardo,M,19.0,Gerente de TI,10809.57,Solteiro
Claudia,M,18.0,Piloto,11288.11,Viúvo
Eduardo,M,19.0,Dentista,3418.56,Casado
Rodrigo,M,18.0,Dentista,16462.87,Divorciado
Maria,F,,Engenheiro de Petróleo,,Divorciado
Marcelo,F,19.0,Diretor Executivo (CEO),16499.59,Solteiro
Mariana,M,19.0,Cientista de Dados,8113.42,Solteiro
Aline,F,19.0,Consultor,19279.76,Divorciado
Eliane,M,19.0,Consultor,14490.96,Divorciado
Francisca,F,18.0,Gerente,22469.51,Viúvo
Fabiana,M,18.0,Arquiteto,6798.34,Viúvo
Camila,M,,Engenheiro,9163.57,Solteiro
Juliana,F,19.0,Consultor,21914.23,Solteiro
Renata,M,18.0,Engenheiro de Petróleo,17229.91,Divorciado
Ricardo,M,19.0,Arquiteto,3553.6,Divorciado
Joao,M,18.0,Veterinário,8074.94,Viúvo
Patricia,F,,Farmacêutico,14826.65,Solteiro
Fernando,F,18.0,Advogado,20341.04,Viúvo
Ricardo,M,18.0,Diretor Executivo (CEO),13886.05,Casado
Ana Paula,F,19.0,Dentista,14817.44,Divorciado
Fabiana,M,18.0,Farmacêutico,4772.11,Solteiro
Antonio,F,19.0,Gerente,22969.88,Solteiro
Gabriel,M,19.0,Analista de Sistemas,21726.04,Viúvo
Beatriz,F,,Arquiteto,16490.88,Divorciado
Raquel,M,18.0,Diretor Executivo (CEO),14367.5,Viúvo
Diego,M,19.0,Gerente,15607.24,Viúvo
Anderson,F,18.0,Engenheiro de Petróleo,5103.17,Casado
Leonardo,F,18.0,Analista de Sistemas,10006.98,Solteiro
Larissa,F,19.0,Arquiteto,10225.29,Viúvo
Fernanda,M,18.0,Piloto,9786.5,Solteiro
Juliana,M,,Farmacêutico,12253.64,Casado
Camila,F,,Piloto,14320.74,Viúvo
Vanessa,M,19.0,Cientista de Dados,3904.36,Solteiro
Pedro,M,19.0,Médico,4067.93,Divorciado
Luana,F,19.0,Gerente,5568.81,Casado
Camila,F,19.0,Piloto,14329.39,Solteiro
Raquel,M,,Farmacêutico,15050.39,Solteiro
José,F,19.0,Dentista,15281.24,Viúvo
Fernando,F,19.0,Arquiteto,9728.24,Casado
Fernando,F,18.0,Piloto,11067.8,Casado
Daniel,M,18.0,Gerente,17748.53,Casado
Joao,M,,Engenheiro de Petróleo,4364.92,Viúvo
Matheus,M,,Médico,13105.26,Divorciado
Marcia,M,19.0,Consultor,8743.5,Casado
Gabriela,F,19.0,Gerente de Vendas,19844.72,Divorciado
José,M,18.0,Diretor (CTO),10841.41,Casado
Marcelo,F,19.0,Analista de Sistemas,4331.98,Casado
Marcos,M,,Gerente de TI,,Viúvo
Larissa,M,19.0,Engenheiro,11920.98,Solteiro
Ricardo,F,19.0,Diretor (CTO),14570.1,Solteiro
Felipe,M,,Consultor,5241.86,Casado
Eliane,M,19.0,Consultor,4909.82,Solteiro
Fatima,M,18.0,Gerente de Vendas,3271.53,Solteiro
Larissa,M,18.0,Advogado,22595.07,Divorciado
Joao,F,,Gerente de TI,17828.65,Divorciado
Marcia,M,18.0,Gerente,,Viúvo
Matheus,M,19.0,Diretor (CTO),18773.86,Casado
Anderson,M,,Analista de Sistemas,19597.93,Solteiro
Juliana,M,19.0,Gerente de Vendas,22147.59,Casado
Paulo,F,19.0,Dentista,16789.36,Divorciado
Maria,F,19.0,Engenheiro de Petróleo,6103.83,Solteiro
Rodrigo,M,18.0,Piloto,22127.13,Viúvo
Marcelo,M,19.0,Engenheiro,12387.3,Casado
Guilherme,M,19.0,Veterinário,13135.05,Divorciado
Fatima,M,19.0,Veterinário,3197.13,Viúvo
Aline,F,19.0,Farmacêutico,10383.24,Viúvo
Fernando,M,18.0,Advogado,7133.93,Divorciado
Felipe,F,18.0,Diretor Executivo (CEO),21293.96,Casado
Luana,F,18.0,Diretor (CTO),5046.73,Divorciado
Jessica,F,19.0,Advogado,15577.87,Divorciado
Aline,F,18.0,Analista de Sistemas,15722.12,Viúvo
Marcelo,F,,Arquiteto,7883.38,Solteiro
Felipe,F,19.0,Diretor (CTO),14642.59,Casado
Luiz,F,19.0,Engenheiro de Petróleo,8242.43,Casado
Fatima,F,19.0,Farmacêutico,22997.69,Viúvo
Maria,M,18.0,Analista de Sistemas,10003.27,Divorciado
Bruno,M,19.0,Gerente,21654.75,Viúvo
Ana,F,18.0,Piloto,19012.38,Casado
Raquel,F,19.0,Arquiteto,19454.29,Casado
Jose,F,18.0,Gerente de TI,16038.1,Solteiro
Juliana,M,18.0,Dentista,13929.58,Viúvo
Luiz,M,,Cientista de Dados,21220.05,Casado
Diego,F,18.0,Diretor (CTO),3560.78,Divorciado
Rafael,F,19.0,Diretor (CTO),19717.74,Casado
Gabriel,M,19.0,Analista de Sistemas,8706.59,Solteiro
João,F,18.0,Analista de Sistemas,20154.0,Viúvo
Aline,M,18.0,Programador,7188.58,Viúvo
Beatriz,F,,Consultor,8603.37,Casado
Bruna,M,18.0,Programador,8454.51,Solteiro
José,M,19.0,Analista de Sistemas,14118.04,Viúvo
Gustavo,M,19.0,Engenheiro de Petróleo,6743.94,Divorciado
Adriana,F,19.0,Gerente de Vendas,19026.7,Divorciado
Camila,M,18.0,Diretor Executivo (CEO),16623.26,Casado
Felipe,M,,Engenheiro,8265.98,Casado
Luiz,F,,Engenheiro,20107.03,Viúvo
Francisca,M,19.0,Veterinário,7328.82,Solteiro
Fatima,M,18.0,Cientista de Dados,8900.45,Solteiro
Bruna,F,19.0,Advogado,11410.28,Solteiro
Marcia,F,19.0,Programador,10936.77,Divorciado
Carlos,F,18.0,Arquiteto,12907.15,Casado
Amanda,F,18.0,Diretor (CTO),19737.05,Viúvo
Eduardo,F,,Médico,6205.64,Divorciado
Luciana,F,,Gerente de TI,19331.11,Solteiro
Mariana,F,18.0,Arquiteto,10610.7,Solteiro
Gabriela,F,18.0,Dentista,3959.8,Divorciado
Luana,F,,Diretor Executivo (CEO),20378.88,Solteiro
Carlos,F,18.0,Engenheiro de Petróleo,13233.13,Solteiro
Paulo,F,,Programador,6715.76,Casado
Pedro,F,18.0,Dentista,21355.27,Divorciado
Vanessa,M,,Engenheiro,4050.51,Solteiro
Fernanda,M,19.0,Programador,5991.44,Solteiro
Maria,F,18.0,Diretor Executivo (CEO),22567.4,Divorciado
Vanessa,F,19.0,Diretor Executivo (CEO),20732.63,Solteiro
Ana Paula,F,19.0,Farmacêutico,11959.72,Divorciado
Rafael,M,18.0,Cientista de Dados,14052.99,Viúvo
Fatima,M,,Advogado,17661.26,Solteiro
Felipe,F,,Gerente,7917.61,Casado
Francisco,F,19.0,Engenheiro de Petróleo,3916.28,Divorciado
João,F,19.0,Veterinário,6667.31,Viúvo
Paula,F,,Gerente,6302.87,Divorciado
Ana,M,19.0,Consultor,16449.09,Solteiro
Joao,M,18.0,Dentista,21256.42,Solteiro
Fabiana,M,19.0,Engenheiro,11986.34,Viúvo
Fernando,F,19.0,Analista de Sistemas,7631.52,Divorciado
Juliana,M,19.0,Engenheiro de Petróleo,17169.51,Viúvo
Paula,F,19.0,Engenheiro de Petróleo,5034.7,Divorciado
Francisca,F,,Analista de Sistemas,9826.48,Solteiro
Camila,F,,Gerente de Vendas,11322.1,Viúvo
José,M,18.0,Médico,8900.22,Solteiro
Jose,F,19.0,Diretor (CTO),3081.26,Solteiro
Pedro,F,18.0,Arquiteto,17836.94,Casado
Jose,F,19.0,Gerente,4653.26,Divorciado
Renata,F,,Diretor (CTO),14836.32,Casado
Sandra,M,19.0,Gerente de TI,21292.82,Solteiro
Rafael,M,18.0,Cientista de Dados,20140.88,Divorciado
Lucas,M,18.0,Programador,10630.06,Divorciado
Daniel,M,19.0,Diretor (CTO),11097.7,Solteiro
Sandra,M,,Engenheiro de Petróleo,9523.53,Viúvo
Patricia,F,18.0,Cientista de Dados,5117.15,Casado
Patricia,F,18.0,Cientista de Dados,13959.65,Solteiro
Leandro,M,,Piloto,11766.1,Solteiro
Daniel,F,18.0,Engenheiro,14529.36,Casado
Matheus,F,19.0,Diretor (CTO),16283.91,Solteiro
Paulo,M,19.0,Gerente de TI,11519.7,Solteiro
Matheus,M,19.0,Gerente de TI,11748.27,Viúvo
Matheus,M,,Consultor,20861.07,Viúvo
Luana,M,19.0,Diretor Executivo (CEO),10217.28,Casado
Luiz,F,,Médico,6583.13,Solteiro
Aline,M,,Programador,9756.75,Casado
Mariana,M,19.0,Arquiteto,6691.73,Solteiro
Carlos,F,18.0,Consultor,16774.88,Viúvo
Jessica,F,,Gerente de Vendas,12750.76,Divorciado
Rodrigo,F,18.0,Gerente,9872.87,Divorciado
Lucas,F,18.0,Diretor (CTO),14421.29,Viúvo
Aline,F,19.0,Gerente de TI,21252.42,Solteiro
Adriana,M,,Diretor (CTO),11412.59,Solteiro
Juliana,F,19.0,Gerente de TI,4471.91,Divorciado
Felipe,M,19.0,Engenheiro de Petróleo,17991.56,Solteiro
Renata,M,19.0,Médico,18438.18,Solteiro
Ricardo,F,18.0,Gerente de TI,7954.54,Viúvo
Diego,M,,Piloto,10070.07,Solteiro
Antonio,M,19.0,Consultor,14711.11,Casado
Carlos,M,18.0,Arquiteto,10220.2,Divorciado
Fatima,F,18.0,Diretor Executivo (CEO),4264.54,Viúvo
Luana,M,19.0,Programador,6259.33,Solteiro
Sandra,M,19.0,Engenheiro,22504.42,Divorciado
Claudia,M,19.0,Farmacêutico,20465.78,Solteiro
Sandra,M,18.0,Gerente de TI,5920.44,Solteiro
Leonardo,M,19.0,Médico,19845.05,Solteiro
Sandra,F,,Consultor,10648.34,Divorciado
Pedro,M,,Programador,17881.58,Viúvo
Marcelo,F,18.0,Dentista,20786.29,Viúvo
Aline,M,18.0,Analista de Sistemas,20100.33,Divorciado
Joao,F,,Gerente de Vendas,11929.99,Solteiro
Lucas,F,19.0,Dentista,17618.41,Divorciado
Marcia,F,18.0,Engenheiro,8072.44,Viúvo
Guilherme,F,19.0,Consultor,18558.77,Casado
Fernando,F,18.0,Gerente,11023.14,Divorciado
Luciana,F,18.0,Engenheiro,21810.18,Solteiro
Luciana,M,18.0,Veterinário,13169.21,Casado
Bruno,F,,Gerente,12302.05,Solteiro
Pedro,M,19.0,Piloto,16345.35,Divorciado
Joao,F,,Gerente,15005.09,Divorciado
Luciana,M,18.0,Consultor,21432.02,Divorciado
Eliane,M,,Gerente de TI,20049.6,Casado
Luciana,M,19.0,Médico,22028.59,Casado
Luiz,F,19.0,Arquiteto,3706.34,Solteiro
Eliane,F,,Diretor (CTO),14960.27,Viúvo
Paulo,M,18.0,Cientista de Dados,12535.77,Viúvo
Guilherme,M,,Advogado,8484.61,Casado
Gabriel,F,,Gerente de TI,16997.15,Solteiro
Marcelo,F,18.0,Gerente de TI,4948.94,Solteiro
José,M,,Arquiteto,13935.5,Casado
Felipe,M,18.0,Programador,18126.54,Divorciado
Rodrigo,F,18.0,Gerente de TI,11453.98,Divorciado
Fatima,M,18.0,Dentista,11232.27,Viúvo
Paula,F,,Veterinário,5673.11,Viúvo
Bruna,F,,Gerente,8749.65,Viúvo
Gabriel,M,18.0,Gerente de TI,14911.55,Casado
Renata,F,,Cientista de Dados,21489.23,Solteiro
José,M,19.0,Consultor,13662.25,Casado
Luana,M,19.0,Programador,20062.69,Solteiro
Ana,F,19.0,Diretor (CTO),6761.25,Casado
Rodrigo,F,18.0,Piloto,14493.85,Divorciado
Fernando,M,18.0,Consultor,3691.87,Solteiro
Fernanda,M,19.0,Dentista,4086.45,Divorciado
João,F,19.0,Piloto,14580.3,Solteiro
Jessica,F,19.0,Gerente de TI,20983.32,Viúvo
Gustavo,F,19.0,Gerente,17563.88,Viúvo
Fernando,F,19.0,Veterinário,16782.06,Divorciado
Carlos,F,19.0,Diretor Executivo (CEO),3162.07,Casado
Gustavo,F,19.0,Diretor Executivo (CEO),19968.66,Viúvo
Leonardo,M,18.0,Cientista de Dados,5009.67,Solteiro
Raquel,M,19.0,Arquiteto,12870.53,Casado
Paulo,F,18.0,Analista de Sistemas,9186.03,Solteiro
Vanessa,M,18.0,Farmacêutico,20660.97,Solteiro
Carla,F,19.0,Programador,11320.67,Casado
João,M,,Advogado,5760.41,Viúvo
Claudia,M,19.0,Engenheiro,12408.8,Casado
Adriana,F,19.0,Analista de Sistemas,18045.7,Solteiro
Fabiana,M,18.0,Analista de Sistemas,11711.48,Divorciado
Marcelo,F,19.0,Piloto,14023.53,Solteiro
Jose,F,19.0,Diretor (CTO),21974.37,Divorciado
Paulo,M,18.0,Gerente,12096.39,Divorciado
Juliana,M,19.0,Gerente de TI,12991.75,Divorciado
Luciana,F,18.0,Médico,20446.83,Casado
Ana Paula,F,,Gerente de Vendas,13788.56,Divorciado
Francisco,M,,Gerente de Vendas,8803.29,Casado
Fernanda,F,19.0,Diretor Executivo (CEO),3500.19,Viúvo
Eduardo,F,18.0,Gerente de TI,20297.27,Casado
Larissa,M,18.0,Diretor Executivo (CEO),15579.07,Solteiro
Adriana,F,19.0,Gerente de Vendas,4583.31,Solteiro
Bruno,M,18.0,Engenheiro de Petróleo,9291.06,Divorciado
Ana,F,18.0,Advogado,14251.75,Viúvo
Jessica,F,19.0,Advogado,5928.43,Divorciado
Ricardo,M,19.0,Gerente de TI,11170.1,Divorciado
Bruno,M,19.0,Gerente de Vendas,18135.77,Casado
Fabiana,F,18.0,Gerente,12606.54,Solteiro
Bruna,F,19.0,Diretor (CTO),11832.23,Casado
Gustavo,M,19.0,Diretor (CTO),13422.98,Viúvo
Raquel,M,19.0,Advogado,16891.04,Viúvo
Carla,F,18.0,Piloto,16705.43,Casado
Gabriela,F,18.0,Gerente,14239.27,Divorciado
Fatima,M,18.0,Gerente,13173.38,Viúvo
Jose,M,19.0,Consultor,10474.96,Solteiro
Jose,F,18.0,Piloto,16710.27,Divorciado
Adriana,F,19.0,Cientista de Dados,4626.52,Casado
Sandra,M,,Farmacêutico,16221.48,Divorciado
Maria,F,18.0,Gerente de TI,13405.43,Viúvo
Jose,F,18.0,Piloto,13961.28,Viúvo
Larissa,F,18.0,Dentista,8462.26,Divorciado
Marcos,F,,Diretor (CTO),12625.12,Solteiro
Francisca,F,19.0,Consultor,12525.96,Solteiro
Raquel,M,18.0,Engenheiro de Petróleo,,Casado
Beatriz,M,,Diretor Executivo (CEO),8992.86,Casado
Luana,M,19.0,Engenheiro de Petróleo,8295.56,Divorciado
Juliana,M,18.0,Arquiteto,12096.61,Solteiro
Eliane,F,19.0,Gerente,22471.66,Casado
Antonio,F,,Cientista de Dados,10239.74,Viúvo
Lucas,M,18.0,Gerente,4797.22,Divorciado
Thiago,F,18.0,Gerente,20250.11,Casado
Pedro,M,18.0,Dentista,17008.99,Solteiro
Paulo,M,,Diretor (CTO),16212.56,Divorciado
Fernanda,F,,Advogado,11308.62,Divorciado
Mariana,M,,Veterinário,12509.83,Casado
Guilherme,F,,Engenheiro,14040.58,Viúvo
Jessica,M,19.0,Advogado,18711.73,Casado
Fernando,F,19.0,Engenheiro,3334.02,Viúvo
Leandro,M,19.0,Diretor (CTO),6722.35,Casado
Ana Paula,F,,Gerente,6906.49,Solteiro
Ana Paula,M,,Programador,8662.1,Casado
Jessica,M,19.0,Gerente,6274.0,Divorciado
Pedro,M,18.0,Gerente de Vendas,10199.02,Casado
Fabiana,F,,Cientista de Dados,15093.44,Solteiro
Paulo,M,18.0,Dentista,17782.1,Casado
Fernanda,M,18.0,Consultor,17172.75,Solteiro
Luciana,M,19.0,Dentista,10709.84,Viúvo
Rodrigo,F,18.0,Arquiteto,18377.61,Casado
José,F,19.0,Farmacêutico,15021.58,Divorciado
Carla,F,19.0,Gerente de TI,12200.17,Viúvo
Renata,F,18.0,Veterinário,15194.14,Viúvo
Rodrigo,F,18.0,Programador,7499.64,Casado
Jessica,M,18.0,Gerente de Vendas,10239.48,Solteiro
Carlos,M,19.0,Programador,5764.29,Viúvo
Ricardo,M,19.0,Veterinário,15448.9,Divorciado
Fernanda,F,18.0,Analista de Sistemas,14670.17,Casado
Luana,F,18.0,Piloto,16386.74,Casado
Juliana,M,19.0,Programador,14526.06,Divorciado
Renata,M,18.0,Gerente,13953.82,Casado
Camila,M,19.0,Consultor,20370.52,Solteiro
Fernando,F,19.0,Gerente,13064.48,Casado
Leonardo,M,19.0,Diretor (CTO),7086.21,Viúvo
Camila,M,19.0,Farmacêutico,17213.0,Solteiro
Marcia,M,18.0,Dentista,17172.89,Divorciado
Carlos,M,19.0,Consultor,10879.45,Divorciado
Francisca,M,19.0,Veterinário,11312.97,Divorciado
Carla,F,,Advogado,21588.17,Viúvo
Patricia,M,19.0,Dentista,18382.54,Solteiro
Sandra,F,18.0,Piloto,9535.11,Divorciado
Fabiana,M,,Programador,18084.83,Casado
Larissa,M,19.0,Analista de Sistemas,14318.98,Divorciado
Leandro,M,18.0,Consultor,6200.32,Solteiro
Ana Paula,F,19.0,Engenheiro,,Viúvo
Thiago,F,18.0,Engenheiro de Petróleo,15403.73,Viúvo
Fernanda,F,18.0,Engenheiro,13064.33,Viúvo
Mariana,F,18.0,Médico,16086.9,Casado
Ana,M,19.0,Gerente,6516.7,Viúvo
Joao,M,18.0,Farmacêutico,21591.88,Viúvo
Paulo,F,19.0,Dentista,16234.42,Casado
Guilherme,F,18.0,Piloto,3664.39,Solteiro
Thiago,F,18.0,Cientista de Dados,5861.09,Casado
José,M,18.0,Advogado,11742.93,Viúvo
Paula,F,19.0,Consultor,3198.44,Solteiro
Amanda,F,19.0,Médico,12363.48,Casado
Paula,F,19.0,Engenheiro de Petróleo,8642.86,Solteiro
Eliane,F,19.0,Advogado,8966.07,Solteiro
Fatima,M,18.0,Gerente de TI,10150.92,Divorciado
Francisco,F,19.0,Piloto,10147.4,Casado
Carlos,M,,Analista de Sistemas,19910.15,Viúvo
Amanda,M,18.0,Consultor,3839.03,Solteiro
Claudia,M,19.0,Farmacêutico,21097.42,Solteiro
Jose,M,,Programador,18521.66,Solteiro
Rodrigo,M,19.0,Cientista de Dados,21117.87,Solteiro
Eliane,M,18.0,Gerente,16786.82,Casado
Jose,F,18.0,Engenheiro de Petróleo,22611.91,Viúvo
Juliana,M,19.0,Gerente,16341.35,Casado
Luana,M,19.0,Farmacêutico,20999.59,Casado
Aline,M,18.0,Farmacêutico,15351.18,Solteiro
Eliane,M,19.0,Engenheiro,18735.48,Divorciado
Fernando,F,18.0,Gerente de TI,4702.5,Viúvo
Eduardo,F,18.0,Dentista,20498.03,Viúvo
Leandro,F,,Engenheiro,5172.22,Viúvo
Sandra,M,19.0,Gerente de Vendas,5255.52,Casado
Patricia,F,19.0,Farmacêutico,6473.18,Viúvo
Leonardo,F,19.0,Gerente,4276.95,Solteiro
Larissa,M,19.0,Médico,8466.03,Viúvo
Daniel,M,19.0,Farmacêutico,7838.69,Casado
José,M,,Gerente de Vendas,18301.3,Viúvo
Ricardo,F,19.0,Consultor,19240.94,Casado
Amanda,M,18.0,Diretor Executivo (CEO),14853.17,Solteiro
Rafael,F,,Dentista,9316.75,Solteiro
Eliane,F,19.0,Consultor,10488.35,Viúvo
Camila,M,18.0,Programador,19330.29,Divorciado
Beatriz,M,18.0,Engenheiro,5426.22,Divorciado
Ana Paula,F,18.0,Farmacêutico,15008.96,Viúvo
Antonio,M,18.0,Farmacêutico,8021.34,Casado
Larissa,F,18.0,Gerente de TI,5904.55,Divorciado
Luiz,M,18.0,Advogado,17326.15,Divorciado
Thiago,M,19.0,Gerente de Vendas,13126.8,Casado
Jose,F,19.0,Piloto,17212.2,Solteiro
Paula,M,,Gerente,18352.36,Viúvo
Raquel,M,,Engenheiro,10746.98,Solteiro
Marcos,F,18.0,Dentista,14687.02,Divorciado
Felipe,M,19.0,Dentista,12661.21,Viúvo
Sandra,M,19.0,Engenheiro,12981.63,Divorciado
Leandro,F,19.0,Diretor Executivo (CEO),8958.15,Viúvo
Marcelo,M,19.0,Piloto,15261.81,Casado
Fernanda,F,18.0,Arquiteto,17592.25,Viúvo
Marcia,F,18.0,Arquiteto,15187.36,Viúvo
Paulo,M,18.0,Médico,22831.97,Divorciado
Larissa,F,,Advogado,19330.49,Divorciado
Larissa,M,19.0,Analista de Sistemas,14751.8,Viúvo
Patricia,M,18.0,Diretor (CTO),4763.51,Divorciado
Rodrigo,M,19.0,Gerente,18749.29,Solteiro
Vanessa,M,18.0,Programador,6096.17,Divorciado
Beatriz,M,18.0,Gerente de TI,6369.0,Solteiro
Gustavo,M,19.0,Gerente,9446.19,Casado
Daniel,M,19.0,Farmacêutico,10801.62,Viúvo
